company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
No Boundaries Marketing,Phoenix,AZ,Phoenix,Digital Marketing Agency,10,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Envious Detailing,Orange County,CA,Orange County,Auto Detailing Company,5,$250K-$500K,Eric,Owner,N/A,N/A,enviousdetailing.com
OC Express Detailing,Orange County,CA,Orange County,Auto Detailing Company,5,$250K-$500K,Owner,Owner,N/A,N/A,ocexpressdetailing.com
E3 IT Services,New Jersey,NJ,Northern New Jersey,IT Managed Service Provider,10,$1M-$2M,Randy Carbone,Co-Owner,N/A,N/A,N/A
Olmec Systems,New Jersey,NJ,Northern New Jersey,IT Managed Service Provider,12,$1M-$2M,Owner,Owner,N/A,N/A,olmec.com
Diriga Technologies,Orlando,FL,Orlando,IT Managed Service Provider,8,$750K-$1.5M,Owner,Founder,N/A,N/A,diriga.com
PSM Partners,Chicago,IL,Chicago,IT Managed Service Provider,15,$1.5M-$3M,Owner,Owner,312-940-7830,N/A,psmpartners.com
Apex Cybersecurity Solutions,Chicago,IL,Chicago,Cybersecurity Firm,10,$1M-$2M,Owner,Owner,N/A,N/A,apexcybersecurity.org
WISE Digital Partners,San Diego,CA,San Diego,Digital Marketing Agency,10,$1M-$2M,Patrick,Owner,N/A,N/A,wisedigitalpartners.com
MAD Group,San Diego,CA,San Diego,Digital Marketing Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,marketingandadvertisingdesigngroup.com
Bcreative Digital Media,New Jersey,NJ,Northern New Jersey,Digital Marketing Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,bcreative.media
Jersey Girls Marketing,New Jersey,NJ,Northern New Jersey,Digital Marketing Agency,5,$250K-$500K,Owner,Owner,N/A,N/A,jerseygirlsmarketing.com
Flypaper Nashville,Nashville,TN,Nashville,Branding Agency,8,$500K-$1M,Owner,Owner,N/A,N/A,customerswhostick.com
Nice Branding Agency,Nashville,TN,Nashville,Branding Agency,10,$1M-$2M,Owner,Owner,N/A,N/A,nice-branding.com
Speak Marketing,Nashville,TN,Nashville,Branding Agency,12,$1M-$2M,Owner,Owner,N/A,N/A,madebyspeak.com
PH3 Agency,Orlando,FL,Orlando,Branding Agency,10,$1M-$2M,Owner,Owner,N/A,N/A,ph3.us
Create 180 Design,Orlando,FL,Orlando,Branding Agency,6,$500K-$1M,Owner,Owner,N/A,N/A,create180design.com
