company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Ignition Martial Arts,San Diego,CA,San Diego,Martial Arts School,6,$300K-$600K,Owner,Owner,N/A,N/A,ignitionmartialarts.com
Urban Pump,Denver,CO,Denver,Personal Training Studio,6,$400K-$800K,Owner,Owner,(303) 587-0149,N/A,urbanpump.com
Samadhi Yoga,Denver,CO,Denver,Yoga Studio,8,$400K-$800K,Owner,Owner,(303) 736-2941,N/A,samadhiyoga.com
Canopy Yoga,Denver,CO,Denver,Yoga Studio,5,$250K-$500K,Owner,Owner,N/A,N/A,canopyyoga.com
Denver Child Care Academy,Denver,CO,Denver,Daycare Center,15,$800K-$1.5M,Owner,Owner,N/A,N/A,denverchild.com
Lil People Learning Center,Denver,CO,Denver,Daycare Center,10,$500K-$1M,Owner,Owner,N/A,N/A,lilpeoplelearningctr.com
Magical Star Preschool,Phoenix,AZ,Phoenix,Preschool,10,$400K-$800K,Owner,Owner,N/A,N/A,magicalstarpreschool.com
Raising Arizona Preschool,Phoenix,AZ,Phoenix,Preschool,12,$500K-$1M,Owner,Owner,N/A,N/A,raisingarizonapreschool.com
Happy Dayz Learning Center,Phoenix,AZ,Phoenix,Daycare Center,10,$400K-$800K,Owner,Owner,(602) 942-6662,N/A,N/A
Back Alley CrossFit,Phoenix,AZ,Phoenix,CrossFit Gym,8,$500K-$1M,Owner,Owner,N/A,N/A,backalleycrossfit.com
WildFire CrossFit,Phoenix,AZ,Phoenix,CrossFit Gym,7,$400K-$800K,Owner,Owner,N/A,N/A,wildfirecrossfit.com
Sol CrossFit,Phoenix,AZ,Phoenix,CrossFit Gym,8,$500K-$1M,Owner,Owner,N/A,N/A,solcrossfit.com
CrossFit ATP Charlotte,Charlotte,NC,Charlotte,CrossFit Gym,7,$400K-$800K,Owner,Owner,N/A,N/A,cfatp.com
Feel Better Yoga,Charlotte,NC,Charlotte,Yoga Studio,6,$300K-$600K,Owner,Owner,N/A,N/A,feelbetteryoganc.com
Y2 Yoga,Charlotte,NC,Charlotte,Yoga Studio,10,$600K-$1.2M,Owner,Owner,N/A,N/A,y2yoga.com
Be Yoga Collective,Charlotte,NC,Charlotte,Yoga Studio,5,$250K-$500K,Owner,Owner,N/A,N/A,beyogacollective.com
First United Methodist CDC,Charlotte,NC,Charlotte,Daycare Center,12,$600K-$1.2M,Owner,Director,(704) 333-4882,firstcharlottecdcadm@gmail.com,firstcharlottecdc.org
Early Beginnings CDC,Charlotte,NC,Charlotte,Daycare Center,10,$500K-$1M,Owner,Owner,(704) 392-5530,N/A,earlybeginningscdc.com
Fog City Community Fitness,San Francisco,CA,San Francisco Bay Area,CrossFit Gym,8,$500K-$1M,Owner,Owner,N/A,N/A,fogcitycf.com
United Barbell,San Francisco,CA,San Francisco Bay Area,CrossFit Gym,8,$500K-$1M,Owner,Owner,N/A,N/A,unitedbarbell.com
Bright Star Pilates,San Francisco,CA,San Francisco Bay Area,Pilates Studio,5,$300K-$600K,Artemis,Owner,N/A,N/A,brightstarpilates.com
Club Pilates SOMA,San Francisco,CA,San Francisco Bay Area,Pilates Studio,8,$500K-$1M,Owner,Owner,(415) 251-3000,soma@clubpilates.com,clubpilates.com/location/soma
Club Pilates Union Street,San Francisco,CA,San Francisco Bay Area,Pilates Studio,8,$500K-$1M,Owner,Owner,(415) 593-7779,unionstreet@clubpilates.com,clubpilates.com/location/unionstreet
Jai Dee Yoga & Wellness,Tampa,FL,Tampa,Yoga Studio,5,$250K-$500K,Owner,Owner,N/A,N/A,jaideeyoga.com
Lotus Pond Yoga,Tampa,FL,Tampa,Yoga Studio,5,$250K-$500K,Katie,Co-Owner,N/A,N/A,lotuspondyoga.com
College Park Fitness Studio,Orlando,FL,Orlando,Personal Training Studio,6,$350K-$700K,Owner,Owner,N/A,N/A,collegeparkfs.com
XYMOGYM,Orlando,FL,Orlando,Boutique Fitness Studio,8,$500K-$1M,Owner,Owner,(321) 342-3385,N/A,xymogym.com
FIT 407 Reformer Pilates,Orlando,FL,Orlando,Pilates Studio,10,$600K-$1.2M,Owner,Owner,(407) 775-0130,N/A,fit407.com
Project 7 Yoga,Orlando,FL,Orlando,Yoga Studio,6,$300K-$600K,Owner,Owner,N/A,N/A,project7yoga.com
ARC Studio Orlando,Orlando,FL,Orlando,Yoga Studio,5,$250K-$500K,Owner,Owner,N/A,N/A,arcstudioorlando.com
Tiffany Music Academy,Los Angeles,CA,Los Angeles,Music School,6,$350K-$700K,Owner,Owner,(310) 425-8322,N/A,tiffanymusicacademy.com
Richman Music School,Los Angeles,CA,Los Angeles,Music School,8,$400K-$800K,Owner,Owner,N/A,N/A,richmanmusicschool.com
Red Pelican Music,Los Angeles,CA,Los Angeles,Music School,10,$500K-$1M,Brian,Owner,N/A,N/A,redpelicanmusic.com
West Coast School of the Arts,Orange,CA,Orange County,Dance Studio,10,$500K-$1M,Paula Kessinger,Owner,N/A,N/A,wcdance.com
Soul on Fire Dance,Santa Ana,CA,Orange County,Dance Studio,6,$300K-$600K,Owner,Owner,(657) 484-9470,N/A,soulonfiredance.com
Los Cab Fitness,Costa Mesa,CA,Orange County,Yoga Studio,8,$400K-$800K,Peggy Pocher,Owner,(714) 546-8560,fitness@loscab.com,loscab.com
Hello Yoga,Costa Mesa,CA,Orange County,Yoga Studio,5,$250K-$500K,Owner,Owner,N/A,N/A,helloyoga.life
Pilates on Main OC,Orange County,CA,Orange County,Pilates Studio,5,$300K-$600K,Boroka Nagy,Owner,N/A,N/A,pilatesonmain.net
PARADIGM Gym,Dallas,TX,Dallas,Personal Training Studio,8,$500K-$1M,Owner,Owner,(469) 619-1159,N/A,paradigmgyms.com
Extreme Studio Performance,Dallas,TX,Dallas,Personal Training Studio,8,$600K-$1.2M,Owner,Owner,(214) 389-4001,N/A,extremestudioperformance.com
Pilates214,Dallas,TX,Dallas,Pilates Studio,6,$350K-$700K,Melissa,Owner,N/A,N/A,pilates214.com
Carrie's Pilates Trinity Groves,Dallas,TX,Dallas,Pilates Studio,6,$400K-$800K,Carrie,Owner,N/A,info@carriespilatestrinitygroves.com,trinitygroves.carriespilatesplus.com
Dallas Academy of Music,Dallas,TX,Dallas,Music School,12,$600K-$1.2M,Todd,Owner,N/A,N/A,dallasacademyofmusic.com
Arthur Murray Atlanta,Kennesaw,GA,Atlanta,Dance Studio,10,$500K-$1M,Owner,Owner,(770) 514-7772,AtlMurray1@gmail.com,arthurmurrayatl.com
Yong Studios Martial Arts,Washington,DC,Washington DC,Martial Arts School,8,$400K-$800K,Owner,Owner,N/A,N/A,yongstudios.com
KenZen-do,Washington,DC,Washington DC,Martial Arts School,6,$300K-$600K,Owner,Owner,N/A,N/A,kenzendo.com
District Martial Arts,Washington,DC,Washington DC,Martial Arts School,8,$400K-$800K,Owner,Owner,N/A,N/A,districtmartialarts.com
Khali Yoga Center,Charlotte,NC,Charlotte,Yoga Studio,6,$300K-$600K,Owner,Owner,N/A,N/A,khaliyogacenter.com
Land of Learning Academy,Tampa,FL,Tampa,Daycare Center,15,$700K-$1.5M,Nicole Mella,Owner,(813) 886-6494,N/A,landoflearning.com
Cigar City CrossFit,Tampa,FL,Tampa,CrossFit Gym,8,$500K-$1M,Owner,Owner,N/A,N/A,cigarcitycrossfit.com
CrossFit Downtown Heights,Tampa,FL,Tampa,CrossFit Gym,7,$400K-$800K,Owner,Owner,N/A,N/A,crossfitdowntownheights.com
Solve Tutoring,Atlanta,GA,Atlanta,Tutoring Center,6,$300K-$600K,Owner,Owner,N/A,N/A,solvetutoring.com
Connections Learning Center,Chicago,IL,Chicago,Tutoring Center,8,$400K-$800K,Owner,Owner,N/A,N/A,connectionslearningcenter.com
Advance Tutoring LLC,Chicago,IL,Chicago,Tutoring Center,5,$250K-$500K,Owner,Owner,N/A,N/A,advancetutoring.net
Moksha Yoga Center,Chicago,IL,Chicago,Yoga Studio,8,$400K-$800K,Owner,Owner,N/A,N/A,mokshayoga.com
Zen Yoga Garage,Chicago,IL,Chicago,Yoga Studio,8,$500K-$1M,Owner,Owner,N/A,N/A,zenyogagarage.com
Big Shoulders Yoga,Chicago,IL,Chicago,Yoga Studio,5,$250K-$500K,Owner,Owner,N/A,N/A,bigshouldersyoga.com
BMAC Boston,Boston,MA,Boston,Martial Arts School,10,$500K-$1M,Marcelo Siqueira,Owner,(617) 628-3800,N/A,bmacboston.com
Btone Fitness,Boston,MA,Boston,Boutique Fitness Studio,12,$800K-$1.5M,Jody Merrill,Founder,N/A,N/A,N/A
Pearl St. Fitness,Boston,MA,Boston,Boutique Fitness Studio,6,$400K-$800K,Owner,Owner,N/A,N/A,pearlstfitness.com
TRAIN Fitness Studio,Boston,MA,Boston,Personal Training Studio,5,$300K-$600K,Owner,Owner,N/A,N/A,trainfitnessstudioboston.com
Sweat + Soul Studios,Houston,TX,Houston,Boutique Fitness Studio,6,$400K-$800K,Owner,Latina Owner,N/A,N/A,sweatandsoulfitness.com
3D Fitness,Houston,TX,Houston,Pilates Studio,6,$400K-$800K,Owner,Owner,(713) 533-1500,N/A,3dfitnesstx.com
Inner Me Studios,Houston,TX,Houston,Dance Studio,8,$400K-$800K,Owner,Owner,(713) 533-1455,N/A,innermestudios.com
The Pilates Firm,Cypress,TX,Houston,Pilates Studio,6,$350K-$700K,Owner,Owner,N/A,N/A,thepilatesfirm.com
Silverake Conservatory of Music,Los Angeles,CA,Los Angeles,Music School,15,$1M-$2M,Owner,Owner,N/A,N/A,silverlakeconservatory.org
LA School of Music,Los Angeles,CA,Los Angeles,Music School,8,$400K-$800K,Owner,Owner,N/A,N/A,laschoolofmusic.com
Danceology,San Diego,CA,San Diego,Dance Studio,8,$400K-$800K,Owner,Owner,N/A,N/A,danceology.biz
Malashock Dance,San Diego,CA,San Diego,Dance Studio,10,$500K-$1M,Owner,Owner,N/A,N/A,malashockdance.org
Evolution Dance San Diego,San Diego,CA,San Diego,Dance Studio,8,$400K-$800K,Owner,Owner,N/A,N/A,evolutiondancesandiego.com
CrossFit Golden Gate,San Francisco,CA,San Francisco Bay Area,CrossFit Gym,10,$600K-$1.2M,Owner,Owner,N/A,N/A,crossfitgoldengate.com
Fior Fitness,San Francisco,CA,San Francisco Bay Area,CrossFit Gym,7,$400K-$800K,Owner,Owner,N/A,N/A,fiorfitness.org
Nice Pilates Studio,San Francisco,CA,San Francisco Bay Area,Pilates Studio,5,$300K-$600K,Owner,Owner,N/A,N/A,nicepilates.studio
The Pilates School SF,San Francisco,CA,San Francisco Bay Area,Pilates Studio,6,$350K-$700K,Owner,Owner,N/A,N/A,pilatesschoolsf.com
Kodawari Studios,Tampa,FL,Tampa,Yoga Studio,8,$500K-$1M,Owner,Owner,N/A,N/A,kodawaristudios.com
Union Three,Tampa,FL,Tampa,Boutique Fitness Studio,8,$500K-$1M,Owner,Owner,N/A,N/A,unionthree.com
