company_name,city,state,metro_area,industry,estimated_employees,estimated_revenue_range,owner_or_contact,contact_title,phone,email,website
Art & Soul Events,Los Angeles,CA,Los Angeles,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://artandsouleventsla.com/
TIL Events,Los Angeles,CA,Los Angeles,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,https://tilevents.com/
Southport Marketing,Los Angeles,CA,Los Angeles,Event Production,10,$1M-$3M,Owner,Owner,N/A,N/A,https://southportmktg.com/
Calmerin Designs & Events,San Diego,CA,San Diego,Event Planning,6,$500K-$1M,Glennie Calmerin,Founder,N/A,N/A,N/A
Creative Happens,San Diego,CA,San Diego,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://creativehappens.com/
Jacinda Weddings & Events,San Francisco,CA,San Francisco Bay Area,Wedding Planning,6,$500K-$1M,Jacinda,Owner,N/A,N/A,https://jacindaweddingsandevents.com/
Perfectly Planned,Daly City,CA,San Francisco Bay Area,Wedding Planning,6,$500K-$1M,Yvonne Lau,Owner,N/A,N/A,N/A
Good Eggs,San Francisco,CA,San Francisco Bay Area,Ecommerce / DTC Brand,20,$10M+,Owner,Founder,N/A,N/A,https://www.goodeggs.com/
Ricki Lewis Events,Los Angeles,CA,Los Angeles,Wedding Planning,8,$1M-$2M,Ricki Lewis,Owner,N/A,N/A,N/A
Sutlan + Co.,Nashville,TN,Nashville,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://sutlanco.com/
Fete Nashville,Nashville,TN,Nashville,Wedding Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,https://fetenashville.com/
Orange Thread,Nashville,TN,Nashville,Event Production,12,$2M-$4M,Owner,Owner,N/A,N/A,https://orangethreadlive.com/
Kinetic Occasions LLC,Dallas,TX,Dallas,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
NJ Event Collective,Northern NJ,NJ,Northern New Jersey,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.njeventcollective.com/
AV Weddings & Events,Andover,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Alexa Volpe,Owner,N/A,N/A,N/A
Ade Events,Newark,NJ,Northern New Jersey,Wedding Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,N/A
MES Event Group,Phoenix,AZ,Phoenix,Corporate Event Planning,10,$1M-$3M,Owner,Owner,N/A,N/A,N/A
Peak Events LLC,Phoenix,AZ,Phoenix,Event Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,N/A
Leigh & Co. Events,Phoenix,AZ,Phoenix,Wedding Planning,15,$2M-$5M,Owner,Owner,N/A,N/A,https://leighandcoevents.com/
Tope Mitchell - Reflekt Me,Atlanta,GA,Atlanta,Ecommerce / DTC Brand,8,$1M-$2M,Tope Mitchell,Founder,N/A,N/A,N/A
The Taproom Agency,Atlanta,GA,Atlanta,Ecommerce Agency / Shopify,10,$1M-$3M,Owner,Owner,N/A,N/A,https://thetaproom.myshopify.com/
Alvies,Houston,TX,Houston,Ecommerce / DTC Brand,10,$1M-$3M,Alvie Faulkenbery,Founder & CEO,N/A,N/A,https://www.alvies.com/
Batch USA,Nashville,TN,Nashville,Ecommerce / DTC Brand,12,$1M-$3M,Owner,Founder,N/A,N/A,https://batchusa.com/
IMS Technology Services,Philadelphia,PA,Philadelphia,Event Production,18,$3M-$5M,Owner,Owner,N/A,N/A,https://imsts.com/
The Social Affair,Tampa,FL,Tampa,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.socialaffairfl.com/
Eventfull Weddings,Tampa,FL,Tampa,Wedding Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,https://www.eventfullweddings.com/
Open Door Events,Denver,CO,Denver,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
AV Chicago,Chicago,IL,Chicago,Event Production,20,$3M-$5M,Owner,Owner,N/A,N/A,https://avchicago.com/
Atomic Imaging,Chicago,IL,Chicago,Event Production,15,$2M-$5M,Owner,Owner,N/A,N/A,https://www.atomicimaging.com/
Andrew Roby Events DC,Washington,DC,Washington DC,Event Planning,8,$1M-$2M,Andrew Roby,Founder & Owner,N/A,N/A,https://andrewrobyevents.com/
The DC Event Planner,Washington,DC,Washington DC,Event Planning,6,$500K-$1M,Owner,Owner,N/A,N/A,https://www.thedceventplanner.com/
Shogun,San Francisco,CA,San Francisco Bay Area,Ecommerce / DTC Brand,20,$5M-$10M,Owner,Founder,N/A,N/A,https://getshogun.com/
The Slime Kitchen,San Francisco,CA,San Francisco Bay Area,Ecommerce / DTC Brand,8,$1M-$2M,Kathy Ando,Founder,N/A,N/A,N/A
Yogurtland,Irvine,CA,Orange County,Ecommerce / DTC Brand,20,$10M+,Philip Chang,Founder & CEO,N/A,N/A,https://www.yogurt-land.com/
Blank & Co.,Los Angeles,CA,Los Angeles,Ecommerce Agency / Shopify,10,$1M-$3M,Owner,Founder,N/A,N/A,https://blankandco.com/
Nisolo,Nashville,TN,Nashville,Ecommerce / DTC Brand,15,$3M-$5M,Owner,Founder,N/A,N/A,https://nisolo.com/
Dr. Axe,Nashville,TN,Nashville,Ecommerce / DTC Brand,20,$10M+,Josh Axe,Founder,N/A,N/A,https://draxe.com/
Red Carpet Events,New York,NY,New York City,Event Planning,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
Bighorn Web Solutions,New York,NY,New York City,Ecommerce Agency / Shopify,8,$1M-$2M,Owner,Owner,N/A,N/A,N/A
KTD Creative,Washington,DC,Washington DC,Ecommerce / DTC Brand,8,$1M-$2M,Kate Tallent,Founder,N/A,N/A,N/A
WHOOP,Boston,MA,Boston,Ecommerce / DTC Brand,20,$10M+,Will Ahmed,Founder & CEO,N/A,N/A,https://www.whoop.com/
Bluestem Brands,Minneapolis,MN,Minneapolis,Ecommerce / DTC Brand,20,$10M+,Owner,CEO,N/A,N/A,N/A
BVA Commerce,San Diego,CA,San Diego,Ecommerce Agency / Shopify,15,$3M-$5M,Owner,Founder,N/A,N/A,N/A
eCart Commerce Solutions,Atlanta,GA,Atlanta,Ecommerce Agency / Shopify,8,$1M-$2M,Owner,Owner,N/A,N/A,https://ecartatlanta.com/
Customer Paradigm,Denver,CO,Denver,Ecommerce Agency / Shopify,10,$1M-$3M,Owner,Owner,N/A,N/A,https://www.customerparadigm.com/
Netalico,Dallas,TX,Dallas,Ecommerce Agency / Shopify,12,$2M-$4M,Owner,Owner,N/A,N/A,https://netalico.com/
